Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
5331589.0,ChatGPT,230,7,237,API log
5331589.0,ChatGPT,215,7,222,API log
5331590.0,ChatGPT,226,7,233,API log
5331590.0,ChatGPT,208,7,215,API log
5331590.0,ChatGPT,240,7,247,API log
5331590.0,ChatGPT,228,7,235,API log
5331591.0,ChatGPT,224,7,231,API log
5331591.0,ChatGPT,217,7,224,API log
5331591.0,ChatGPT,203,7,210,API log
5331591.0,ChatGPT,215,7,222,API log
5331592.0,ChatGPT,220,7,227,API log
5331592.0,ChatGPT,215,7,222,API log
5331593.0,ChatGPT,190,7,197,API log
5331593.0,ChatGPT,212,7,219,API log
5331593.0,ChatGPT,211,7,218,API log
5331593.0,ChatGPT,262,14,276,Conversation log
5331593.0,ChatGPT,224,7,231,API log
5331594.0,ChatGPT,212,7,219,API log
5331594.0,ChatGPT,208,7,215,API log
5331594.0,ChatGPT,197,7,204,API log
5331594.0,ChatGPT,206,7,213,API log
5331595.0,ChatGPT,1171,351,1522,Conversation log
5331595.0,ChatGPT,205,7,212,API log
5331595.0,ChatGPT,201,7,208,API log
5331595.0,ChatGPT,200,7,207,API log
5331595.0,ChatGPT,206,7,213,API log
5331595.0,ChatGPT,222,7,229,API log
5331596.0,ChatGPT,226,7,233,API log
5331596.0,ChatGPT,209,7,216,API log
5331596.0,ChatGPT,207,7,214,API log
5331597.0,ChatGPT,238,7,245,API log
5331597.0,ChatGPT,224,7,231,API log
5331597.0,ChatGPT,204,7,211,API log
5331597.0,ChatGPT,270,7,277,API log
5331597.0,ChatGPT,203,7,210,API log
5331597.0,ChatGPT,202,7,209,API log
5331598.0,ChatGPT,225,7,232,API log
5331598.0,ChatGPT,216,7,223,API log
5331599.0,ChatGPT,218,7,225,API log
5331599.0,ChatGPT,212,7,219,API log
5331599.0,ChatGPT,204,7,211,API log
5331599.0,ChatGPT,232,7,239,API log
5331600.0,ChatGPT,203,7,210,API log
5331600.0,ChatGPT,205,7,212,API log
5331600.0,ChatGPT,209,7,216,API log
5331600.0,ChatGPT,203,7,210,API log
5331600.0,GPT-4,1016,579,1595,Conversation log
5331601.0,ChatGPT,202,7,209,API log
5331601.0,ChatGPT,199,7,206,API log
5331601.0,ChatGPT,216,7,223,API log
5331601.0,ChatGPT,227,7,234,API log
5331602.0,ChatGPT,215,7,222,API log
5331602.0,ChatGPT,207,7,214,API log
5331603.0,ChatGPT,235,7,242,API log
5331603.0,ChatGPT,203,7,210,API log
5331603.0,ChatGPT,223,7,230,API log
5331603.0,ChatGPT,220,7,227,API log
5331603.0,ChatGPT,206,7,213,API log
5331603.0,ChatGPT,204,7,211,API log
5331604.0,ChatGPT,207,7,214,API log
5331604.0,ChatGPT,218,7,225,API log
5331604.0,ChatGPT,204,8,212,API log
5331604.0,ChatGPT,243,7,250,API log
5331605.0,ChatGPT,252,7,259,API log
5331605.0,ChatGPT,269,7,276,API log
5331605.0,ChatGPT,216,7,223,API log
5331605.0,ChatGPT,200,7,207,API log
5331606.0,ChatGPT,221,7,228,API log
5331606.0,ChatGPT,220,7,227,API log
5331607.0,ChatGPT,204,7,211,API log
5331607.0,ChatGPT,196,7,203,API log
5331608.0,ChatGPT,212,7,219,API log
5331608.0,ChatGPT,213,7,220,API log
5331608.0,ChatGPT,197,7,204,API log
5331608.0,ChatGPT,191,7,198,API log
5331609.0,ChatGPT,220,7,227,API log
5331609.0,ChatGPT,219,7,226,API log
5331609.0,ChatGPT,206,7,213,API log
5331609.0,ChatGPT,214,7,221,API log
5331610.0,ChatGPT,212,7,219,API log
5331610.0,ChatGPT,216,7,223,API log
5331610.0,ChatGPT,209,7,216,API log
5331610.0,ChatGPT,272,7,279,API log
5331611.0,ChatGPT,226,7,233,API log
5331611.0,ChatGPT,264,7,271,API log
5331611.0,ChatGPT,197,7,204,API log
5331611.0,ChatGPT,199,7,206,API log
5331612.0,ChatGPT,225,7,232,API log
5331612.0,ChatGPT,215,7,222,API log
5331612.0,ChatGPT,206,7,213,API log
5331612.0,ChatGPT,208,7,215,API log
5331613.0,ChatGPT,207,7,214,API log
5331613.0,ChatGPT,217,7,224,API log
5331613.0,ChatGPT,213,7,220,API log
5331613.0,ChatGPT,223,7,230,API log
5331613.0,ChatGPT,250,7,257,API log
5331613.0,ChatGPT,204,7,211,API log
5331614.0,ChatGPT,213,7,220,API log
5331614.0,ChatGPT,214,7,221,API log
5331615.0,ChatGPT,209,7,216,API log
5331615.0,ChatGPT,248,7,255,API log
5331615.0,ChatGPT,202,7,209,API log
5331615.0,ChatGPT,213,7,220,API log
5331616.0,ChatGPT,218,7,225,API log
5331616.0,ChatGPT,239,7,246,API log
5331616.0,ChatGPT,205,7,212,API log
5331616.0,ChatGPT,85,61,146,Conversation log
5331616.0,ChatGPT,202,7,209,API log
5331617.0,ChatGPT,200,7,207,API log
5331617.0,ChatGPT,205,7,212,API log
5331617.0,ChatGPT,243,7,250,API log
5331617.0,ChatGPT,199,7,206,API log
5331618.0,ChatGPT,215,7,222,API log
5331618.0,ChatGPT,243,7,250,API log
5331618.0,ChatGPT,212,7,219,API log
5331618.0,ChatGPT,224,7,231,API log
5331619.0,ChatGPT,223,7,230,API log
5331619.0,ChatGPT,211,7,218,API log
5331619.0,ChatGPT,289,7,296,API log
5331620.0,ChatGPT,207,7,214,API log
5331620.0,ChatGPT,211,7,218,API log
5331620.0,ChatGPT,200,7,207,API log
5331620.0,ChatGPT,215,7,222,API log
5331621.0,ChatGPT,199,7,206,API log
5331621.0,ChatGPT,216,7,223,API log
5331621.0,ChatGPT,213,7,220,API log
5331621.0,ChatGPT,195,7,202,API log
5331622.0,ChatGPT,251,7,258,API log
5331622.0,ChatGPT,236,7,243,API log
5331622.0,ChatGPT,199,7,206,API log
5331622.0,ChatGPT,215,7,222,API log
5331623.0,ChatGPT,208,7,215,API log
5331623.0,ChatGPT,223,7,230,API log
5331623.0,ChatGPT,207,7,214,API log
5331623.0,ChatGPT,209,7,216,API log
5331623.0,ChatGPT,211,7,218,API log
5331624.0,ChatGPT,214,7,221,API log
5331624.0,ChatGPT,199,7,206,API log
5331625.0,ChatGPT,1389,416,1805,Conversation log
5331625.0,ChatGPT,207,7,214,API log
5331625.0,ChatGPT,215,7,222,API log
5331626.0,ChatGPT,296,7,303,API log
5331626.0,ChatGPT,238,7,245,API log
5331626.0,ChatGPT,213,7,220,API log
5331626.0,ChatGPT,192,8,200,API log
5331627.0,ChatGPT,214,7,221,API log
5331627.0,ChatGPT,211,7,218,API log
5331628.0,ChatGPT,196,7,203,API log
5331628.0,ChatGPT,210,7,217,API log
5331628.0,ChatGPT,257,7,264,API log
5331628.0,ChatGPT,254,7,261,API log
5331629.0,ChatGPT,211,7,218,API log
5331629.0,ChatGPT,206,7,213,API log
5331629.0,ChatGPT,214,7,221,API log
5331630.0,ChatGPT,197,7,204,API log
5331631.0,ChatGPT,214,7,221,API log
5331631.0,ChatGPT,205,7,212,API log
5331631.0,ChatGPT,230,7,237,API log
5331632.0,ChatGPT,221,7,228,API log
5331632.0,ChatGPT,197,7,204,API log
5331632.0,ChatGPT,202,7,209,API log
5331632.0,ChatGPT,213,7,220,API log
5331633.0,ChatGPT,197,7,204,API log
5331633.0,ChatGPT,202,7,209,API log
5331633.0,ChatGPT,240,7,247,API log
5331633.0,ChatGPT,200,7,207,API log
5331634.0,ChatGPT,193,7,200,API log
5331634.0,ChatGPT,222,7,229,API log
5331634.0,ChatGPT,279,7,286,API log
5331634.0,ChatGPT,245,7,252,API log
5331634.0,ChatGPT,208,7,215,API log
5331635.0,ChatGPT,261,7,268,API log
5331635.0,ChatGPT,207,7,214,API log
5331635.0,ChatGPT,190,7,197,API log
5331635.0,ChatGPT,205,7,212,API log
5331636.0,ChatGPT,212,7,219,API log
5331636.0,ChatGPT,300,7,307,API log
5331636.0,ChatGPT,195,7,202,API log
5331636.0,ChatGPT,221,7,228,API log
5331637.0,ChatGPT,212,7,219,API log
5331637.0,ChatGPT,244,7,251,API log
5331637.0,ChatGPT,210,7,217,API log
5331637.0,ChatGPT,198,7,205,API log
5331638.0,ChatGPT,208,7,215,API log
5331638.0,ChatGPT,209,7,216,API log
5331638.0,ChatGPT,254,7,261,API log
5331638.0,ChatGPT,191,7,198,API log
5331640.0,ChatGPT,219,7,226,API log
5331641.0,ChatGPT,205,8,213,API log
5331641.0,ChatGPT,202,7,209,API log
5331641.0,ChatGPT,224,7,231,API log
5331642.0,ChatGPT,203,7,210,API log
5331643.0,ChatGPT,220,7,227,API log
5331643.0,ChatGPT,1506,173,1679,Conversation log
5331643.0,ChatGPT,189,7,196,API log
5331643.0,ChatGPT,207,7,214,API log
5331644.0,ChatGPT,247,7,254,API log
5331644.0,ChatGPT,187,7,194,API log
5331645.0,ChatGPT,220,8,228,API log
5331646.0,ChatGPT,207,7,214,API log
5331646.0,ChatGPT,237,7,244,API log
5331647.0,ChatGPT,219,7,226,API log
5331648.0,ChatGPT,257,7,264,API log
5331648.0,ChatGPT,217,7,224,API log
5331648.0,ChatGPT,205,7,212,API log
5331648.0,ChatGPT,191,7,198,API log
5331650.0,ChatGPT,219,7,226,API log
5331650.0,ChatGPT,209,7,216,API log
5331651.0,ChatGPT,280,7,287,API log
5331652.0,ChatGPT,210,7,217,API log
5331652.0,ChatGPT,214,7,221,API log
5331653.0,ChatGPT,201,7,208,API log
5331653.0,ChatGPT,249,7,256,API log
5331654.0,ChatGPT,237,7,244,API log
5331654.0,ChatGPT,204,7,211,API log
5331655.0,ChatGPT,224,7,231,API log
5331658.0,ChatGPT,197,7,204,API log
5331661.0,ChatGPT,215,7,222,API log
5331662.0,ChatGPT,192,7,199,API log
5331664.0,ChatGPT,244,7,251,API log
5331664.0,ChatGPT,220,7,227,API log
5331665.0,ChatGPT,211,7,218,API log
5331665.0,ChatGPT,205,7,212,API log
5331666.0,ChatGPT,234,7,241,API log
5331666.0,ChatGPT,203,7,210,API log
5331667.0,ChatGPT,193,7,200,API log
5331667.0,ChatGPT,202,7,209,API log
5331668.0,ChatGPT,199,7,206,API log
5331668.0,ChatGPT,227,7,234,API log
5331668.0,ChatGPT,243,7,250,API log
5331669.0,ChatGPT,212,7,219,API log
5331669.0,ChatGPT,267,7,274,API log
5331669.0,ChatGPT,204,7,211,API log
5331670.0,ChatGPT,218,7,225,API log
5331670.0,ChatGPT,224,7,231,API log
5331670.0,ChatGPT,221,7,228,API log
5331670.0,ChatGPT,202,7,209,API log
5331670.0,ChatGPT,211,7,218,API log
5331671.0,ChatGPT,217,7,224,API log
5331671.0,ChatGPT,220,7,227,API log
5331671.0,ChatGPT,227,7,234,API log
5331671.0,ChatGPT,194,7,201,API log
5331672.0,ChatGPT,224,7,231,API log
5331672.0,ChatGPT,227,7,234,API log
5331672.0,ChatGPT,205,7,212,API log
5331672.0,ChatGPT,208,7,215,API log
5331673.0,ChatGPT,208,7,215,API log
5331673.0,ChatGPT,211,7,218,API log
5331673.0,ChatGPT,215,7,222,API log
5331673.0,ChatGPT,223,7,230,API log
5331673.0,ChatGPT,198,7,205,API log
5331674.0,ChatGPT,208,7,215,API log
5331674.0,ChatGPT,201,7,208,API log
5331674.0,ChatGPT,231,7,238,API log
5331674.0,ChatGPT,270,7,277,API log
5331674.0,ChatGPT,208,7,215,API log
5331675.0,ChatGPT,221,7,228,API log
5331675.0,ChatGPT,223,7,230,API log
5331675.0,ChatGPT,231,7,238,API log
5331675.0,ChatGPT,213,7,220,API log
5331676.0,ChatGPT,210,7,217,API log
5331676.0,ChatGPT,222,7,229,API log
5331676.0,ChatGPT,204,7,211,API log
5331676.0,ChatGPT,209,7,216,API log
5331677.0,ChatGPT,223,7,230,API log
5331677.0,ChatGPT,247,7,254,API log
5331677.0,GPT-4,3823,1406,5229,Conversation log
5331677.0,ChatGPT,216,7,223,API log
5331677.0,ChatGPT,225,7,232,API log
5331678.0,ChatGPT,215,7,222,API log
5331678.0,ChatGPT,220,7,227,API log
5331679.0,ChatGPT,204,7,211,API log
5331679.0,ChatGPT,210,7,217,API log
5331679.0,ChatGPT,262,7,269,API log
5331679.0,ChatGPT,227,7,234,API log
5331680.0,ChatGPT,239,7,246,API log
5331681.0,ChatGPT,234,7,241,API log
5331681.0,ChatGPT,217,7,224,API log
5331682.0,ChatGPT,217,7,224,API log
5331682.0,ChatGPT,208,7,215,API log
5331683.0,ChatGPT,199,7,206,API log
5331683.0,ChatGPT,227,7,234,API log
5331683.0,ChatGPT,222,7,229,API log
5331684.0,ChatGPT,253,7,260,API log
5331684.0,ChatGPT,224,7,231,API log
5331685.0,ChatGPT,211,7,218,API log
5331685.0,ChatGPT,222,7,229,API log
5331686.0,ChatGPT,238,7,245,API log
5331686.0,ChatGPT,248,7,255,API log
5331686.0,ChatGPT,218,7,225,API log
5331686.0,ChatGPT,202,7,209,API log
5331687.0,ChatGPT,217,7,224,API log
5331687.0,ChatGPT,198,7,205,API log
5331688.0,ChatGPT,210,7,217,API log
5331688.0,ChatGPT,159,63,222,Conversation log
5331688.0,ChatGPT,213,7,220,API log
5331688.0,ChatGPT,204,7,211,API log
5331688.0,ChatGPT,180,7,187,API log
5331690.0,ChatGPT,210,7,217,API log
5331690.0,ChatGPT,250,7,257,API log
5331690.0,ChatGPT,221,7,228,API log
5331690.0,ChatGPT,196,7,203,API log
5331691.0,ChatGPT,226,7,233,API log
5331691.0,ChatGPT,200,7,207,API log
5331691.0,ChatGPT,260,7,267,API log
5331691.0,ChatGPT,200,7,207,API log
5331692.0,ChatGPT,222,7,229,API log
5331692.0,ChatGPT,222,7,229,API log
5331692.0,ChatGPT,212,7,219,API log
5331692.0,ChatGPT,225,7,232,API log
5331692.0,ChatGPT,204,7,211,API log
5331692.0,ChatGPT,193,7,200,API log
5331693.0,ChatGPT,251,7,258,API log
5331693.0,ChatGPT,220,7,227,API log
5331693.0,ChatGPT,221,7,228,API log
5331693.0,ChatGPT,207,7,214,API log
5331694.0,ChatGPT,269,7,276,API log
5331694.0,GPT-4,182,27,209,Conversation log
5331694.0,ChatGPT,214,7,221,API log
5331694.0,ChatGPT,259,7,266,API log
5331694.0,ChatGPT,208,7,215,API log
5331695.0,ChatGPT,204,7,211,API log
5331695.0,ChatGPT,216,7,223,API log
5331695.0,GPT-4,37,459,496,Conversation log
5331695.0,ChatGPT,207,7,214,API log
5331696.0,ChatGPT,216,7,223,API log
5331696.0,ChatGPT,207,7,214,API log
5331696.0,ChatGPT,212,7,219,API log
5331697.0,ChatGPT,222,7,229,API log
5331697.0,ChatGPT,206,7,213,API log
5331697.0,ChatGPT,232,7,239,API log
5331698.0,ChatGPT,215,7,222,API log
5331698.0,ChatGPT,197,7,204,API log
5331698.0,ChatGPT,198,7,205,API log
5331699.0,ChatGPT,210,7,217,API log
5331699.0,ChatGPT,238,7,245,API log
5331699.0,ChatGPT,205,7,212,API log
5331699.0,ChatGPT,222,7,229,API log
5331700.0,ChatGPT,296,7,303,API log
5331700.0,ChatGPT,203,7,210,API log
5331700.0,ChatGPT,211,7,218,API log
5331701.0,ChatGPT,247,7,254,API log
5331701.0,ChatGPT,202,7,209,API log
5331701.0,ChatGPT,207,7,214,API log
5331701.0,ChatGPT,201,7,208,API log
5331702.0,ChatGPT,242,7,249,API log
5331702.0,ChatGPT,216,7,223,API log
5331702.0,ChatGPT,203,7,210,API log
5331702.0,ChatGPT,210,7,217,API log
5331703.0,ChatGPT,236,7,243,API log
5331703.0,ChatGPT,221,7,228,API log
5331703.0,ChatGPT,209,7,216,API log
5331703.0,ChatGPT,204,7,211,API log
5331703.0,ChatGPT,220,7,227,API log
5331703.0,ChatGPT,218,7,225,API log
5331704.0,ChatGPT,204,7,211,API log
5331704.0,ChatGPT,287,7,294,API log
5331705.0,ChatGPT,257,7,264,API log
5331705.0,ChatGPT,209,7,216,API log
5331706.0,ChatGPT,196,7,203,API log
5331706.0,ChatGPT,230,7,237,API log
5331706.0,ChatGPT,247,7,254,API log
5331707.0,ChatGPT,203,7,210,API log
5331707.0,ChatGPT,252,7,259,API log
5331707.0,ChatGPT,212,7,219,API log
5331707.0,ChatGPT,212,7,219,API log
5331708.0,ChatGPT,199,7,206,API log
5331708.0,ChatGPT,501,485,986,Conversation log
5331708.0,ChatGPT,209,7,216,API log
5331708.0,ChatGPT,202,7,209,API log
5331708.0,ChatGPT,205,7,212,API log
5331709.0,ChatGPT,196,7,203,API log
5331709.0,ChatGPT,197,7,204,API log
5331710.0,ChatGPT,224,7,231,API log
5331710.0,ChatGPT,203,7,210,API log
5331711.0,ChatGPT,216,7,223,API log
5331711.0,ChatGPT,250,7,257,API log
5331711.0,ChatGPT,211,7,218,API log
5331711.0,ChatGPT,244,7,251,API log
5331712.0,ChatGPT,201,7,208,API log
5331712.0,ChatGPT,259,7,266,API log
5331713.0,ChatGPT,220,7,227,API log
5331713.0,ChatGPT,185,7,192,API log
5331713.0,ChatGPT,249,7,256,API log
5331713.0,ChatGPT,214,7,221,API log
5331713.0,ChatGPT,199,7,206,API log
5331714.0,GPT-4,37,489,526,Conversation log
5331714.0,ChatGPT,208,7,215,API log
5331714.0,ChatGPT,193,7,200,API log
5331715.0,ChatGPT,200,7,207,API log
5331715.0,ChatGPT,235,7,242,API log
5331716.0,ChatGPT,204,7,211,API log
5331716.0,ChatGPT,206,7,213,API log
5331716.0,ChatGPT,203,7,210,API log
5331716.0,ChatGPT,480,128,608,Conversation log
5331717.0,ChatGPT,199,7,206,API log
5331717.0,ChatGPT,214,7,221,API log
5331717.0,ChatGPT,224,7,231,API log
5331718.0,ChatGPT,213,7,220,API log
5331718.0,ChatGPT,266,7,273,API log
5331718.0,ChatGPT,205,7,212,API log
5331719.0,ChatGPT,213,7,220,API log
5331719.0,ChatGPT,235,7,242,API log
5331719.0,ChatGPT,206,7,213,API log
5331719.0,ChatGPT,253,7,260,API log
5331720.0,ChatGPT,209,7,216,API log
5331720.0,ChatGPT,261,7,268,API log
5331720.0,ChatGPT,249,7,256,API log
5331720.0,ChatGPT,236,7,243,API log
5331721.0,ChatGPT,209,7,216,API log
5331721.0,ChatGPT,265,7,272,API log
5331721.0,ChatGPT,212,7,219,API log
5331721.0,ChatGPT,219,7,226,API log
5331722.0,ChatGPT,239,7,246,API log
5331722.0,ChatGPT,212,7,219,API log
5331722.0,ChatGPT,223,7,230,API log
5331723.0,ChatGPT,204,7,211,API log
5331723.0,ChatGPT,220,7,227,API log
5331723.0,ChatGPT,199,7,206,API log
5331723.0,ChatGPT,208,7,215,API log
5331723.0,ChatGPT,210,7,217,API log
5331724.0,ChatGPT,231,7,238,API log
5331724.0,ChatGPT,216,7,223,API log
5331725.0,ChatGPT,193,7,200,API log
5331725.0,ChatGPT,202,7,209,API log
5331725.0,ChatGPT,228,7,235,API log
5331725.0,ChatGPT,185,7,192,API log
5331725.0,ChatGPT,210,7,217,API log
5331725.0,ChatGPT,228,7,235,API log
5331726.0,ChatGPT,196,7,203,API log
5331726.0,ChatGPT,199,7,206,API log
5331726.0,ChatGPT,227,7,234,API log
5331726.0,ChatGPT,213,7,220,API log
5331727.0,ChatGPT,222,7,229,API log
5331727.0,ChatGPT,218,7,225,API log
5331727.0,ChatGPT,200,7,207,API log
5331727.0,ChatGPT,193,7,200,API log
5331728.0,ChatGPT,214,7,221,API log
5331728.0,ChatGPT,207,7,214,API log
5331729.0,ChatGPT,244,7,251,API log
5331729.0,ChatGPT,232,7,239,API log
5331729.0,ChatGPT,205,7,212,API log
5331730.0,ChatGPT,199,7,206,API log
5331730.0,ChatGPT,201,7,208,API log
5331730.0,ChatGPT,203,7,210,API log
5331731.0,ChatGPT,200,7,207,API log
5331731.0,ChatGPT,231,7,238,API log
5331731.0,ChatGPT,208,7,215,API log
5331732.0,ChatGPT,218,7,225,API log
5331732.0,ChatGPT,211,7,218,API log
5331732.0,ChatGPT,197,7,204,API log
5331732.0,ChatGPT,210,7,217,API log
5331734.0,ChatGPT,224,7,231,API log
5331734.0,ChatGPT,249,7,256,API log
5331735.0,ChatGPT,204,7,211,API log
5331735.0,ChatGPT,207,7,214,API log
5331735.0,GPT-4,502,525,1027,Conversation log
5331736.0,ChatGPT,234,7,241,API log
5331736.0,ChatGPT,201,7,208,API log
5331737.0,ChatGPT,212,7,219,API log
5331737.0,ChatGPT,214,7,221,API log
5331738.0,ChatGPT,234,7,241,API log
5331738.0,ChatGPT,206,7,213,API log
5331738.0,ChatGPT,220,7,227,API log
5331738.0,ChatGPT,224,7,231,API log
5331739.0,ChatGPT,205,7,212,API log
5331739.0,ChatGPT,207,7,214,API log
5331740.0,ChatGPT,222,7,229,API log
5331740.0,ChatGPT,221,7,228,API log
5331740.0,ChatGPT,201,7,208,API log
5331741.0,ChatGPT,230,7,237,API log
5331741.0,ChatGPT,219,7,226,API log
5331741.0,ChatGPT,217,7,224,API log
5331741.0,ChatGPT,195,7,202,API log
5331742.0,ChatGPT,264,7,271,API log
5331742.0,ChatGPT,209,7,216,API log
5331743.0,ChatGPT,207,7,214,API log
5331743.0,ChatGPT,229,7,236,API log
5331743.0,ChatGPT,211,7,218,API log
5331744.0,ChatGPT,197,7,204,API log
5331744.0,ChatGPT,201,7,208,API log
5331744.0,ChatGPT,220,7,227,API log
5331745.0,ChatGPT,202,7,209,API log
5331745.0,ChatGPT,215,7,222,API log
5331745.0,ChatGPT,202,7,209,API log
5331745.0,ChatGPT,217,7,224,API log
5331746.0,ChatGPT,218,7,225,API log
5331746.0,ChatGPT,200,7,207,API log
5331746.0,ChatGPT,203,7,210,API log
5331746.0,ChatGPT,233,7,240,API log
5331747.0,ChatGPT,216,7,223,API log
5331747.0,ChatGPT,208,7,215,API log
5331747.0,ChatGPT,193,7,200,API log
5331748.0,ChatGPT,205,7,212,API log
5331748.0,ChatGPT,207,7,214,API log
5331748.0,ChatGPT,234,7,241,API log
5331749.0,ChatGPT,258,7,265,API log
5331749.0,ChatGPT,206,7,213,API log
5331749.0,ChatGPT,235,7,242,API log
5331749.0,ChatGPT,203,7,210,API log
5331750.0,ChatGPT,213,7,220,API log
5331750.0,ChatGPT,195,7,202,API log
5331750.0,ChatGPT,209,7,216,API log
5331750.0,ChatGPT,234,7,241,API log
5331750.0,ChatGPT,242,7,249,API log
5331750.0,ChatGPT,209,7,216,API log
5331751.0,ChatGPT,204,7,211,API log
5331751.0,ChatGPT,215,7,222,API log
5331752.0,ChatGPT,220,7,227,API log
5331752.0,ChatGPT,224,7,231,API log
5331752.0,ChatGPT,213,7,220,API log
5331752.0,ChatGPT,221,7,228,API log
5331753.0,ChatGPT,214,7,221,API log
5331753.0,ChatGPT,221,7,228,API log
5331753.0,ChatGPT,197,7,204,API log
5331753.0,ChatGPT,227,7,234,API log
5331753.0,ChatGPT,190,7,197,API log
5331754.0,ChatGPT,267,7,274,API log
5331754.0,ChatGPT,248,7,255,API log
5331754.0,ChatGPT,247,7,254,API log
5331754.0,ChatGPT,208,7,215,API log
5331755.0,ChatGPT,188,7,195,API log
5331755.0,ChatGPT,224,8,232,API log
5331755.0,ChatGPT,212,7,219,API log
5331755.0,ChatGPT,208,7,215,API log
5331756.0,ChatGPT,217,7,224,API log
5331756.0,ChatGPT,293,7,300,API log
5331756.0,ChatGPT,270,7,277,API log
5331756.0,ChatGPT,204,7,211,API log
5331757.0,ChatGPT,230,7,237,API log
5331757.0,ChatGPT,209,7,216,API log
5331757.0,ChatGPT,206,7,213,API log
5331757.0,ChatGPT,214,7,221,API log
5331757.0,ChatGPT,208,7,215,API log
5331758.0,ChatGPT,242,7,249,API log
5331758.0,ChatGPT,248,7,255,API log
5331758.0,ChatGPT,240,7,247,API log
5331759.0,ChatGPT,238,7,245,API log
5331759.0,ChatGPT,223,7,230,API log
5331759.0,ChatGPT,212,7,219,API log
5331759.0,ChatGPT,198,7,205,API log
5331759.0,ChatGPT,209,7,216,API log
5331760.0,ChatGPT,220,7,227,API log
5331760.0,ChatGPT,195,7,202,API log
5331760.0,ChatGPT,214,7,221,API log
5331760.0,ChatGPT,217,7,224,API log
5331761.0,ChatGPT,213,7,220,API log
5331761.0,ChatGPT,196,7,203,API log
5331761.0,ChatGPT,243,7,250,API log
5331761.0,ChatGPT,204,7,211,API log
5331762.0,ChatGPT,215,7,222,API log
5331762.0,ChatGPT,210,7,217,API log
5331762.0,ChatGPT,245,7,252,API log
5331762.0,ChatGPT,228,7,235,API log
5331763.0,ChatGPT,215,7,222,API log
5331763.0,ChatGPT,236,7,243,API log
5331763.0,ChatGPT,258,7,265,API log
5331764.0,ChatGPT,214,7,221,API log
5331764.0,ChatGPT,219,7,226,API log
5331767.0,ChatGPT,214,7,221,API log
5331767.0,ChatGPT,198,7,205,API log
5331767.0,ChatGPT,304,7,311,API log
5331767.0,ChatGPT,215,7,222,API log
5331768.0,ChatGPT,233,7,240,API log
5331768.0,ChatGPT,209,7,216,API log
5331768.0,ChatGPT,201,7,208,API log
5331768.0,ChatGPT,290,7,297,API log
5331769.0,ChatGPT,227,7,234,API log
5331769.0,ChatGPT,222,7,229,API log
5331769.0,ChatGPT,215,7,222,API log
5331769.0,ChatGPT,230,7,237,API log
5331770.0,ChatGPT,231,7,238,API log
5331770.0,ChatGPT,211,7,218,API log
5331771.0,ChatGPT,258,7,265,API log
5331771.0,ChatGPT,200,7,207,API log
5331772.0,ChatGPT,221,7,228,API log
5331772.0,ChatGPT,204,7,211,API log
5331772.0,ChatGPT,231,7,238,API log
5331772.0,ChatGPT,223,7,230,API log
5331773.0,ChatGPT,235,7,242,API log
5331773.0,ChatGPT,232,7,239,API log
5331773.0,ChatGPT,219,7,226,API log
5331773.0,ChatGPT,221,7,228,API log
5331774.0,ChatGPT,237,7,244,API log
5331774.0,ChatGPT,252,7,259,API log
5331774.0,ChatGPT,200,7,207,API log
5331775.0,ChatGPT,214,7,221,API log
5331775.0,ChatGPT,227,7,234,API log
5331775.0,ChatGPT,244,7,251,API log
5331775.0,ChatGPT,196,7,203,API log
5331776.0,ChatGPT,288,7,295,API log
5331776.0,ChatGPT,245,64,309,Conversation log
5331776.0,ChatGPT,247,7,254,API log
5331777.0,ChatGPT,266,7,273,API log
5331777.0,ChatGPT,205,7,212,API log
5331777.0,ChatGPT,198,7,205,API log
5331777.0,ChatGPT,232,7,239,API log
5331778.0,ChatGPT,248,7,255,API log
5331778.0,ChatGPT,210,7,217,API log
5331778.0,ChatGPT,230,7,237,API log
5331778.0,ChatGPT,209,7,216,API log
5331779.0,ChatGPT,204,7,211,API log
5331779.0,ChatGPT,283,7,290,API log
5331781.0,ChatGPT,225,7,232,API log
5331781.0,ChatGPT,217,7,224,API log
5331781.0,ChatGPT,214,7,221,API log
5331781.0,ChatGPT,204,7,211,API log
5331782.0,ChatGPT,198,7,205,API log
5331782.0,ChatGPT,1547,291,1838,Conversation log
5331782.0,ChatGPT,249,7,256,API log
5331783.0,ChatGPT,419,7,426,API log
5331783.0,ChatGPT,237,7,244,API log
5331784.0,ChatGPT,215,7,222,API log
5331784.0,ChatGPT,202,7,209,API log
5331784.0,ChatGPT,214,7,221,API log
5331784.0,ChatGPT,196,7,203,API log
5331785.0,ChatGPT,211,7,218,API log
5331785.0,ChatGPT,205,7,212,API log
5331785.0,ChatGPT,212,7,219,API log
5331785.0,ChatGPT,206,7,213,API log
5331786.0,ChatGPT,218,7,225,API log
5331786.0,ChatGPT,214,7,221,API log
5331787.0,ChatGPT,215,7,222,API log
5331787.0,ChatGPT,219,7,226,API log
5331787.0,ChatGPT,188,7,195,API log
5331787.0,ChatGPT,215,7,222,API log
5331788.0,ChatGPT,197,7,204,API log
5331788.0,ChatGPT,247,7,254,API log
5331788.0,ChatGPT,227,7,234,API log
5331789.0,ChatGPT,220,7,227,API log
5331789.0,ChatGPT,220,7,227,API log
5331789.0,ChatGPT,254,7,261,API log
